FOLIO,EMPRESA,PUESTO,DIA,MES,ANIO,HORA,MIN,ACTP,SECTOR,FUN1,FUN2,FUN3,CAR1,CAR2,CAR3,PERIODICO,INTERNET,EMP,BOLSA,RECOM,EDAD,EDAD2,GENERO,GENERO2,VIAJA,EST,PASAN,LIC,POS,HORAEST,PROM,PROM2,DOMINIO,IT,ILE,IH,FT,FLE,FH,AT,ALE,AH,OTRO,OT,OLE,OH,EXP,EXPA,CARTA,EXAMED,EXAPSI,EXATEC,PREFE,INST1,INST2,INST3,COMU,EQUI,LIDER,CREA,PPER,TRAP,COMP,DEMO,RIES,ECONO,FINAN,IEST,PROBA,IDEO,MER,MODMAT,ST,MENC,PENS,DANIO,SPER,SISD,OTR_1,OTRO1,OTR_2,OTRO2,OFF,PAQUE,PAQ1,PAQ2,LENG,LENG1,LENG2,LENG3,PROG,DISE,RED,MBD,TECEXP,CII,MT,CTO,DEFI_1,DEFI_2,DEFI_3,DEFI_4,CURTEC,CURIDEO,DIPMA,ESTPUES,OBS
261,GENERAL DE SEGUROS,SUSCRIPTOR,8,11,18,12,57,SEGUROS,2,COTIZACIONES, , ,ACTUARIA, , ,X,X,X,X,X,N, ,N, ,N,X,X,X, ,S,N, ,N, , , , , , , , , , , , , ,N,0,S,S,S,S,N, , , ,4,4,3,4,2,4,2,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1, , , , ,S,S,FOX PRO, ,N, , , ,2,1,1,2,S,N,S,N,NINGUNA, , , ,S,N,S,S,NINGUNA
262,ALRA DEL SUR,DIRECTOR DE CRÉDITO,8,11,18,21,13,"OFRECER FINANCIAMIENTO HIPOTECARIO, AUTORIZADO POR DISTINTAS ORGANIZACIONES DE CRÉDITO",2,LLEVAR EL CONTROL DE CRÉDITOS HIPOTECARIOS,REVISAR MÁRGENES DE RIESGO,AUTORIZAR LAS OPERACIONES DE FACTORAJE,ACTUARIA,ECONOMIA,FINANZAS, ,X, , ,X,N, ,N, ,S, ,X,X, , , , ,N, , , , , , , , , , , , , ,N,0,S,N,S,S,N, , , ,4,5,4,5,3,3,3,1,3,2,3,2,1,1,2,2,2,1,1,1,1,1, , , , ,S,N,ES DESEABLE VISUAL BASIC,Y CONSULTAS EN SQL,N, , , ,1,1,1,1,S,S,S,N,A VECES LOS ASPIRANTES NO MANEJAN EXCEL AVANZADO,DESCONOCEN SOBRE CONTRATOS DE CRÉDITO Y NORMATIVA, , ,S,S,N,S,SE BUSCA MUCHO LA INTEGRACIÓN Y EL TRABAJO EN EQUIPO
263,CFENERGIA,QUANT,9,11,18,10,3,ANALISTA,2,ANÁLISIS CUANTITATIVO, , ,ACTUARIA,MATEMÁTICAS,FISICA, , , ,X,X,N, ,N, ,S,X,X,X, ,S,N, ,S, , ,X, , , , , , , , , , ,N,0,S,S,S,S,N, , , ,5,5,4,5,4,5,3,2,3,3,3,3,2,2,2,3,3,3,1,1,1,2, , , , ,S,S,MACROS, ,S,R,MATLAB, ,2,1,1,2,S,N,N,N,NO TIENEN LA CAPACIDAD DE TRABAJAR BAJO PRESIÓN, , , ,S,S,S,S,NINGUNA
264,BANCOMER,TRADER DE VOLATILIDAD,7,11,18,21,0,BANCARIA,2,GESTIÓN DE PORTAFOLIOS,OFRECER PRODUCTOS,CREAR NUEVOS PRODUCTOS,ECONOMIA,MATEMÁTICAS,FINANZAS, ,X, ,X,X,N,0,N, ,S, ,X, , ,S,N,0,S, , ,X, , , , , , , , , , ,N,0,N,S,S,N,N, , , ,4,5,3,4,3,4,2,1,1,2,3,2,3,2,2,2,2,1,1,1,1,1, ,0, ,0,S,N, , ,S,VISUAL BASIC, , ,2,2,1,2,S,N,S,N,ECONOMÍA,FINANZAS,MERCADOS FINANCIEROS, ,N,S,S,S, 
265,COMISIÓN NACIONAL DE SEGUROS Y FIANZAS,SUBDIRECTOR,7,11,18,16,32,SUPERVISIÓN DE PREVENCIÓN DE LAVADO DE DINERO,1,INSPECCIÓN EN LA MATERIA A LAS ASEGURADORAS,VIGILANCIA EN LA MATERIA A LAS ASEGURADORAS,INSPECCIÓN Y VIGILANCIA EN LA MATERIA A LAS AFIANZADORAS,ACTUARIA,CONTADURIA,DERECHO, ,X, , , ,N, ,N, ,S, , ,X,X,N,N, ,N, , , , , , , , , , , , , ,S,2,N,N,N,S,N, , , ,3,5,2,3,5,5,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1, , , , ,S,N, , ,N, , , , , , ,1,S,S,S,S,REDACCIÓN,PRESENTACIÓN,TRABAJO EN EQUIPO, ,S,S,S,S, 
266,BBVA BANCOMER,ANALISTA CUANTITATIVO DE CVA,8,11,18,15,15,BANCA PRIVADA Y COMERCIAL,2,DAR SOPORTE A LA MESA DE TRADING DE CVA,IMPLEMENTACIÓN DE NUEVOS MODELOS DE VALUACIÓN,OPTIMIZACIÓN DE PROCESOS DE VALUACIÓN,MATEMÁTICAS,ACTUARIA,FISICA, , , ,X,X,N, ,N, ,N, , ,X,X,N,N, ,S,X,X,X, , , , , , , , , , ,N,0,S,N,S,S,N, , , ,4,5,3,5,3,5,3,1,2,2,3,3,3,2,1,3,2,1,1,1,1,2, , , , ,S,N, , ,S,R,PYTHON,VISUAL BASIC,3,1,1,1,S,N,S,N,INGLÉS,MANEJO DE PLATAFORMAS DE PROGRAMACIÓN, , ,S,S,S,S, 
268,ILS CLINICAL RESEARCH,JEFE DE BIOMETRÍA,8,11,18,19,0,COMPAÑÍA DE INVESTIGACIÓN POR CONTRATO,2,ESCRITURA DE PROTOCOLOS,ESTIMACIÓN DE TAMAÑOS DE MUESTRA,ESTADÍSTICA,MATEMÁTICAS APLICADAS,INGENIEROS EN COMPIUTACIÓN,MEDICINA, ,X, , ,X,N, ,N, ,N, ,X,X,X,S,S,8,S,X,X,X, , , , , , , , , , ,S,2,S,N,N,N,N, , , ,5,5,5,5,5,5,2,1,1,1,1,2,2,1,1,3,3,3,1,1,1,3,PROGRAMACIÓN,3, , ,S,S,SAS, ,S,SQL, , ,3, , ,3,S,N,S,S,INGLÉS,COMUNICACIÓN,TRABAJO BAJO PRESIÓN, ,S,N,S,S, 
269,DOOPLA,ANALISTA DE RIESGOS,7,11,18,13,20,PRÉSTAMOS,2,ATENCIÓN A CLIENTE VÍA CORREO ELECTRÓNICO,ANALISIS DE RIESGO, ,ECONOMIA,ADMINISTRACIÓN, , ,X, ,X, ,N, ,N, ,N,X,X,X,X,S,N,0,N, , , , , , , , , , , , , ,N,0,N,N,N,N,N, , , ,4,5,3,5,1,4,3,1,3,2,3,2,2,1,1,2,2,1,1,1,1,1, ,0, ,0,S,S,SQL, ,S,C, , ,3,1,1,3,S,N,N,N,COMUNICACION,REDACCIÓN, , ,S,N,S,S,NO PROPORCIONÓ SU CORREO NI TELÉFONO
270,INEE,ENLACE DE CAPACITACIÓN,12,11,18,1,25,EVALUACIÓN EDUCATIVA,1,ADMINISTRACIÓN DE LA CAPACITACIÓN,APOYO EN LA ADMINISTRACIÓN SERVICIO SOCIAL,SERVICIOS AL PERSONAL,ADMINISTRACIÓN,AUDITORIA,INFORMATICA, ,X, , , ,N, ,N, ,S, ,X,X,X,S,N,0,S,X,X, , , , , , , , , , , ,S,0,N,N,N,S,N, , , ,5,5,5,5,2,5,2,2,2,2,3,3,2,2,1,2,2,3,2,1,1,2, ,0, ,0,S,N, , ,S,R,HLM,SPSS,1,1,1,1,S,S,S,S, , , , ,S,N,S,S, 
271,SEGUROS SURA,JEFA DE PROYECTO B,12,11,18,16,2,SEGUROS,2,ANÁLISIS DE INFORMACIÓN,INFORMES SOBRE EL COMPORTAMIENTO DEL CLIENTE,MANEJO DE BASES DE DATOS,ACTUARIA,MATEMÁTICAS,CONTABILIDAD, ,X, ,X, ,N,0,N, ,S,X,X,X,X,S,N,0,S,X,X, , , , , , , , , , , ,N,0,N,S,S,S,N, , , ,5,5,5,5,3,5,3,2,2,2,2,3,3,2,1,2,2,2,2,3,3,3, ,0, ,0,S,N, , ,S,R,EXCEL AVANZADO, ,0,2,1,2,S,N,S,N,NO HAY MUCHA FAMILIARIDAD CON EL MANEJO DE MACROS,POCA COMUNICACIÓN Y TRABAJO EN EQUIPO, , ,S,N,N,S, 
272,AFIRME SEGUROS,COORDINADOR DESARROLLO TECNICO,12,11,18,17,30,COORDINAR EL AREA TECNICA DE SEGUROS DE AUTOS,2,VARIFICAR EL ADECUADO MANEJO Y PROCESAMIENTO  DE LA  INFORMACIÓN,BUSCAR MOVIMIENTOS RELEVANTES EN VARIABLES DE MERCADO, ,ACTUARIA,ECONOMIA,ADMINISTRACIÓN, ,X, , , ,N,0,N, ,S,X,X,X,X,N,N,0,S,X, , , , , , , , , , , , ,N,0,N,N,N,S,N, , , ,5,5,4,5,4,4,3,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1, ,0, ,0,S,N, , ,N, , , ,2,1,1,2,S,N,S,N,POCO CONOCIMIENTO PRACTICO,DIFICULTAD AL EXPLICAR CONCEPTOS BASICOS A TODO EL PERSONAL, , ,S,N,N,N, 
273,PRGX SEGUROS,ANALISTA ADUIT,12,11,18,19,0,AUDITORIAS INT CHEDRAUI,2,MANEJO BASE DE DATOS COMPRAS,INVESTIGACION CONDICIONES COMERCIALES,NEGOCIACION CON PROVEEDORES,CIENCIA,COMPUTACION, , , , ,X,X,N,0,N, ,S,X,X,X,X,S,N,0,S,X,X,X, , , , , , , , , , ,N,0,S,N,S,S,N, , , ,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, ,0, ,0,S,S,CLAIMAX,MAILMAX,S,SQL, , ,2,1,1,3,S,N,S,N,PUNTUALIDAD,SOLVENCIA,NULO TRABAJO EN EQUIPO, ,S,N,N,S, 
274,GRUPO SALINAS,SR. MANAGER DATA SCIENCE,9,11,18,21,0,BANCA,2,ANALITICA,LIDER PROYECTO,ESTRATEGIA,ACTUARIA,MATEMATICAS,ECONOMIA, ,X,X,X,X,N, ,N, ,S, ,X,X, ,S,N, ,S,X,X,X, , , , , , , , , , ,S,0,N,S,S,S,S,CAPACIDAD ANALISIS,DOMINIO MATE, ,4,4,3,3,3,4,2,1,1,2,1,3,3,1,2,1,1,1,1,1,1,1, , , , ,S,S,R,"BAS, PYTHON",S,SQL, , ,2,1,1,2,S,S,N,N,COMUNICACION,ORIENTACION RESULTADOS, , ,S,N,S,S, 
275,ASSISTAN CONTROLLER,JEFE ADMON FIDEICOMISO,12,11,18,20,0,MANEJO FONDOS DE INVERSION,2,REGISTRO Y CONTROL DE GASTOS EN FIDEICOMISO,REPORTES A SOCIEDADES DE INVERSIÓN,AJUSTE DE VARIACIONES PRESUPUESTALES,ADMINISTRACIÓN,CONTADURIA,ECONOMIA, ,X, ,X,X,N, ,N, ,N, , ,X,X,N,N, ,S,X,X,X, , , , , , , , , , ,S,2,N,N,N,S,N, , , ,5,4,4,5,5,5,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1, , , , ,S,N, , ,N, , , ,1,2,2,2,S,N,S,N,FALTA DE DESENVOLVIMIENTO,SIN CONOCIMIENTOS CONTABLES,ASPECTO PRENDAS,HABILIDADES SOCIALES,S,N,N,S, 
276,GENERAL DE SEGUROS,ANALISTA ACTUARIAL,12,11,18,19,0,SEGUROS,2,CALCULO RESERVAS,ESTADÍSTICA,PROGRAMACIÓN,ECONOMIA,INGENIERIA,FISICA, ,X, ,X,X,N, ,N, ,N,X,X,X, ,S,N, ,N,X,X, , , , , , , , , , , ,N,0,S,S,S,S,N, , , ,4,5,4,5,5,5,3,1,2,2,2,3,2,2,2,2,1,1,1,3,2,2, , , , ,S,S,FOXPRO,SQL,S,SQL,FOXPRO, ,2,1,1,3,N,S,S,N, , , , ,S,N,N,S, 
277,GRUPO FINANCIERO SCOTIABANK SA DE CV,DIR ADJ MODELOS CUANTITATIVOS,11,11,18,18,0,REVISIÓN Y AUTORIZACIÓN INTERNA DE MODELOS CUANTITATIVOS,2,AUDITORIA REVISION DE MODELOS,APROBACION DE MODELOS,SUGERENCIAS MEJORAS,ING EN COMPUTACION,ING FINANCIERA,MATEMATICAS APLICADAS, , ,X, , ,S,35,N, ,S, , ,X, ,S,N, ,S,X,X,X, , , , , , , , , , ,S,2,S,S,S,S,S,ITAM,TEC MONTERREY, ,4,5,4,4,4,5,3,1,3,3,3,3,3,2,1,1,2,2,1,1,1,1, , , , ,S,S,SPSS,SAS,S,JAVA,VBA, ,2,2,1,2,S,S,S,N,TRABAJO EN EQUIPO,DOMINIO DE IDIOMAS,HABILIDADES SOCIALES,REGULACION EN DERECHO APLICABLE,S,N,N,S,SE REQUIEREN PROFESIONISTAS QUE CONOZCAN RECOMENDACIONES INTERNACIONALES EN MATERIA FINANCIERA Y LA FORMA QUE SE IMPLEMENTAN EN LA REALIDAD USANDO HIS
278,LOCKTON,ANALISTA,11,11,18,20,0,SEGUROS,2,PASIVOS LABORALES, , ,ING SISTEMAS,MATEMATICAS, , ,X,X,X, ,N, ,N, ,N,X,X,X,X,S,N, ,S, , ,X, , , , , , , , , , ,N,0,N,S,S,S,N, , , ,4,4,4,5,5,5,2,2,2,2,3,3,3,2,2,2,1,1,3,2,2,2, , , , ,S,N, , ,S,VBA, , ,1,1,1,3,S,S,S,S,OFFICE,BASES DE DATOS NO RELACIONALES, , ,S,N,S,S, 
279,BBVA BANCOMER,CONSULTOR DE RECUPERACÓN,8,11,18,10,38,PRODUCTOS FINANCIEROS,2,ANÁLISIS DE ACUERDO A TENDENCIAS DE COBRANZA,MODELADO E IMPLEMENTACIÓN DE ESTRATEGIAS DE RECUPERACIÓN,SEGMENTACIÓN DE CARTERA A CANALES DE RECUPERACIÓN,MATEMÁTICAS,COMPUTACIONALES,ACTUARIA, ,X,X,X,X,N, ,N, ,N, , ,X,X,S,S,8,S, ,X, , , , , , , , , , , ,S,1,N,S,S,S,S,UNAM,ITAM, ,5,5,5,5,5,5,3,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1, ,0, ,0,S,S,SAS, ,S,SAS, , ,3,1,2,2,S,N,S,N,FALTA DE IMPLEMENTACION DE PROGRAMAS DE ESTUDIO CON LENGUAJES DE PROGRAMACIÓN BÁSICOS,FALTA DE FORMACIÓN EN MODELACIÓN DE PROBLEMAS ESPECÍFICOS,POCA EXPERIENCIA EN RESOLVER PROBLEMAS REALES, ,S,S,S,S, 
280,BBVA BANCOMER,SUBDIRECCIÓN TALENTO JOVEN,8,11,18,12,17,PRODUCTOS FINANCIEROS,2,CONTRATACIÓN TALENTO JOVEN,ORGANIZACIÓN DE CAMPAÑAS DE RECLUTAMIENTO E INTEGRACIÓN,CONVENIOS CON INSTITUCIONES EDUCATIVAS,MATEMÁTICAS Y ACTUARÍA,FINANZAS,INGENIERIAS, ,X,X,X,X,S,35,N, ,S,X,X,X,X,S,S,8,S, ,X,X, , , , , , , , , , ,N,0,S,S,S,S,N, , , ,5,5,5,5,5,5,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2, ,0, ,0,S,N, , ,S,SAS,R, ,3,2,3,3,S,S,S,N,POCA O NULA EXPERIENCIA PROFESIONAL,CUADRADOS EN CUANTO A DIFERENTES MÉTODOS DE SOLUCIÓN,INCONFORMIDAD EN ÁREAS ASIGNADAS, ,S,S,S,S,"EL ÁREA DE ATRACCIÓN A TALENTO JOVEN BUSCA BECARIOS, TRAINEES Y GRADUATES"
281,BBVA BANCOMER,METODOLOGÍAS RIESGOS,8,11,18,13,33,PRODUCTOS FINANCIEROS,2,DISEÑO DE MODELOS PARA CÁLCULOS Y REPORTES DE MORAS,IMPLEMENTACIÓN DE PROGRAMAS INTERNOS, ,ACTUARÍA-MATEMÁTICAS,ESTADÍSTICA-COMPUTACIONALES,INGENIERÍA EN SISTEMAS, ,X,X,X,X,N, ,N, ,N, ,X,X,X,S,S,8.5,S,X,X,X, , , , , , , , , , ,S,1,N,S,S,S,S,ITAM,LA SALLE,UNAM,5,5,5,5,5,5,3,1,3,2,3,3,3,2,1,3,3,2,1,1,1,2, , , , ,S,N, , ,S,SAS,R,PYTHON,3,3,3,3,S,S,S,N,CENTRADOS EN UN ÚNICO LENGUAJE DE PROGRAMACIÓN,DIFICULTADES EN GRÁFICOS AVANZADOS, , ,S,S,S,S,EL ÁREA REQUIERE GENTE ESPECIALIZADA EN LENGUAJES DE PROGRAMACIÓN
282,DOOPLA,ANALISTA ACTUARIAL,6,11,18,20,0,PRÉSTAMOS PERSONA A PERSONA,2,ANALISIS DE DATOS,ANALISIS DE CREDITO,ANALISIS DE INVERSIONES,ACTUARIA,MATEMÁTICAS, , ,X, ,X,X,N,0,N, ,N,X,X,X,X,S,N,0,S, ,X, , , , , , , , , , , ,N,0,N,N,N,N,S,FACULTAD DE CIENCIAS UNAM, , ,5,5,3,5,1,5,3,2,3,2,3,3,2,2,1,3,3,1,1,1,1,1, ,0, , ,S,S,SQL, ,S,C, , ,3,1,1,3,S,N,N,N,EXPLICAR MODELOS A GENTE FUERA DEL AREA, , , ,S,N,S,S, 
283,LACTALIS S.A. DE C.V.,BECARIO EN ANALISIS DE DATOS,7,11,18,17,17,DISTRIBUCION DE ALIMENTOS LACTEOS,2,"ANALISIS DE GASTOS, SUPERVISORES Y GERENTES",AUTOMATIZACION DE DISTRIBUCION NUMERICA,APOYO EN LA CONTRATACION DE EMPLEADOS,ADMINISTRACIÓN,ECONOMIA,ACTUARIA, ,X, ,X, ,N, ,N, ,S,X,X,X,X,S,S,8.5,S,X,X, , , , , , , , , , , ,N,0,N,N,S,S,N, , , ,4,4,3,5,4,5,3,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1, , , , ,S,S,VBA, ,S,R,VISUAL BASIC, ,3,1,1,3,S,N,N,N,INGLES, , , ,S,S,N,S, 
284,GENERAL DE SALUD,ESPECIALISTA ACTUARIAL,9,11,18,8,20,SEGUROS,2,DESARROLLO Y MANTENIMIENTO DE PRODUCTOS,ADMINISTRACION DEL REASEGURO,ACTUALIZACION DE TARIFAS,ACTUARIA, , , ,X, ,X, ,N, ,N, ,N,X,X,X,X,S,N, ,S,X,X, , , , , , , , , , , ,N,0,N,S,S,S,N, , , ,4,5,3,5,4,5,3,2,2,2,3,3,3,1,1,3,2,1,1,1,3,1, , , , ,S,N, , ,N, , , ,2,1,1,2,S,S,S,N,LIDERAZGO,PENSAMIENTO PRACTICO, , ,S,N,S,N, 
285,COMISION NACIONAL DE SEGUROS Y FIANZAS,SUBDIRECTOR DE INSPECCION,7,11,18,14,1,INSPECCION DE SEGUROS DE PENSIONES Y SALUD,1,INSPECCIONAR LA CONSTITUCION DE RESERVAS TECNICAS,INSPECCIONAR EL SUSTENTO DE LAS NOTAS TECNICAS,INSPECCIONAR LOS CALCULOS DE LAS PENSIONES,ACTUARIA, , , ,X, , ,X,N, ,N, ,S, , ,X,X,N,N, ,N, , , , , , , , , , , , , ,N,0,N,N,S,N,N, , , ,3,3,2,3,4,4,2,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1, , , , ,S,N, , ,N, , , ,1,1,1,2,S,S,S,S,"LECTURA, ORTOGRAFIA Y REDACCION",CONOCIMIENTOS BÁSICOS EN SEGUROS,TRABAJO EN EQUIPO, ,S,S,S,S, 
286,AXA SEGUROS,ESPECIALISTA EN ESTADISTICA,6,11,18,19,0,SEGUROS,2,ADMINISTRACION DE BASE DE DATOS,ANALISIS DE SINIESTROS DE AUTOS, ,ADMINISTRACIÓN,ECONOMIA,INGENIERO, ,X, , ,X,N, ,N, ,N,X,X,X,X,S,S,8.5,S,X,X, , , , , , , , , , , ,S,1,N,N,S,S,N, , , ,5,5,4,5,3,5,3,1,2,2,3,3,3,1,2,3,3,1,1,1,1,1,NO VIDA,3,BASE DE DATOS,3,S,S,FOX, ,S,R, , ,3,1,1,3,S,N,N,N,BASE DE DATOS,INGLES,CAPASIDAD DE ANALISIS,HABILIDAD DE COMUNICACION,N,S,N,S, 
287,BANOBRAS,ANALISTA DE BASE DE DATOS,9,11,18,11,30,FINANCIAMIENTO PARA INFRAESTRUCTURA,1,ANALISIS DE BASE DE DATOS, , ,ADMINISTRACIÓN,ACTUARIA,MATEMATICAS, ,X, ,X, ,N,0,N, ,N, ,X,X,X,N,N,0,S, ,X, , , , , , , , , , , ,N,0,N,N,S,N,N, , , ,4,5,3,5,4,5,3,2,1,2,2,2,1,1,1,2,2,1,1,1,1,1, ,0, ,0,S,N, , ,S,SQL, , ,2,1,1,3,S,N,S,N,EXCEL AVANZADO,REDACCION Y ORTOGRAFIA, , ,N,N,S,S, 
288,MAPFRE MÉXICO,ANALISTA TÉCNICO,12,11,18,14,56,SEGUROS,2,ANÁLISIS DE INFORMACIÓN,REPORTES, ,CONTADURIA,ADMINISTRACIÓN, , ,X,X,X,X,N, ,N, ,N,X,X,X, ,S,N,0,N, , , , , , , , , , , , , ,N,0,N,S,S,S,N, , , ,4,5,4,5,5,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1, ,0, ,0,S,S,FOXPRO, ,S,FOXPRO, , ,1,1,1,1,S,N,S,N,COMPROMISO,INICIATIVA, , ,N,N,S,S, 
289,MAPFRE MÉXICO,OPERATIVO,12,11,18,14,47,SEGUROS,2,ELABORACIÓN DE REPORTES, , ,TODOS ACTUARIOS, , , ,X, ,X,X,N, ,N, ,N, ,X, , ,S,N, ,N, , , , , , , , , , , , , ,N,0,N,S,S,N,N, , , ,3,3,3,3,3,3,3,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2, , , , ,S,N, , ,S,FOXPRO,SQL, ,1,1,1,1,S,N,S,N,FALTA DE LENGUAJE DE PROGRAMACIÓN, , , ,S,N,S,S, 
290,MAPFRE MÉXICO,SUSCRIPTORA,12,11,18,14,30,SUSCRIPCIÓN GMMC,2,SUSCRIPCIÓN,PREVISIÓN DE SINIESTROS,PROYECTOS ESTADOS DE RESULTADOS DEL NEGOCIO,ACTUARIA,MATEMÁTICAS,ADMINISTRACIÓN, ,X,X,X,X,N, ,N, ,N, ,X, , ,S,N, ,N, , , , , , , , , , , , , ,N,0,S,N,S,S,N, , , ,5,4,4,5,4,5,3,1,2,1,2,2,2,1,1,3,2,2,1,2,3,2, , , , ,S,N, , ,S,FOXPRO, , ,1,1,1,3,S,N,S,S, , , , ,S,N,N,S, 
291,BOEHRINGER INGELHEIM,LIDER DE ECONOMIA DE SALUD Y PROPUESTOS,9,11,18,1,23,INDUSTRIA FARMACEUTICA,2,DESARROLLO DE MODELOS FARMACOECONOMICOS,CREACION DE MATERIALES PARA SOPORTE DE INCLUSION A LAS INST PUBLICAS, ,QUIMICAS FARMACOBIOLOGICAS,ECONOMIA,ACTUARIA, ,X, ,X,X,N,0,N, ,S,X,X,X, ,S,N,0,S,X,X,X, , , , , , , , , , ,N,0,N,N,N,N,N, , , ,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1, ,0, ,0,S,N, , ,S,VBA, , ,2,2,1,1,N,N,N,S,NO SE DA UNA CAPACITACION EN PARTICULAR, , , ,S,N,N,S, 
292,BOEHRINGER INGELHEIM,GERENTE DE DATA SCIENCE,6,11,18,10,20,LABORATORIO FARMACEUTICO,2,DATA SCIENCE, , ,CIENCIAS DE LA COMPUTACION,ACTUARIA, , ,X, , , ,N, ,N, ,S,X, , , ,S,N, ,S,X,X,X, , , , , , , , , , ,N,0,N,N,S,N,N, , , ,5,5,3,5,3,5,3,1,1,2,2,3,3,1,3,3,3,3,1,1,1,2, , , , ,S,S,R,SAS,S,SQL, , ,2,2,1,3,S,S,S,N, , , , ,S,N,N,S, 
293,BOEHRINGER INGELHEIM,LIDER DE ECONOMIA DE LA SALUD,9,11,18,9,15,LABORATORIO FARMACEUTICO,2,FARMACOECONOMIA,INCLUSION DE MEDICINA A CUADROS BASICOS, ,ACTUARIA,CIENCIAS MEDICAS,MATEMATICAS, ,X,X,X,X,N, ,N, ,N, ,X,X,X, ,N, ,S,X,X,X, , , , , , , , , , ,N,0,N,N,N,N,N, , , ,5,5,4,4,3,4,2,2,1,2,3,3,3,1,1,3,2,1,1,1,1,1, , , , ,S,N, , ,S,VBA,R, ,2,1,1,2,N,N,N,N, , , , ,S,N,S,S, 
294,IQVIA,BECARIA,8,11,18,14,0,ANALISIS DE BD,2,MANEJO DE BD,SISTEMAS DE INFERENCIA, ,INGENERIA EN COMPUTACION,MATEMATICAS,CIENCIAS DE LA COMPUTACION,X, , , , ,N,0,N, ,N,X, , , ,S,N,0,S,X, , , , , , , , , , , , ,N,0,N,N,N,N,N, , , ,1,3,3,3,1,1,2,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1, ,0, ,0,S,S,SQL,"R, VB",S, , , ,2,2,1,2,S,N,S,N,TRABAJO EN EQUIPO, , , ,S,S,S,S, 
295,BOEHRINGER INGELHEIM,MARKET RESEARCH COORDINATOR,9,11,18,12,1,FARMACEUTICA,2,"MINERIA DE BASES DE DATOS, AUTOMATIZACION DE PROCESOS",ANALISIS DE INFORMACION PARA LA TOMA DE DECISIONES,"DISEÑO, IMPLEMENTACION, CONDUCCION DE ESTUDIOS DE MERCADO CUALITATIVOS",ACTUARIA,INGENIERIA,ECONOMIA, ,X, ,X, ,N, ,N, ,N,X, ,X,X,S,S,8,S,X,X,X, , , , , , , , , , ,S,0,N,N,S,S,S,UNAM,ANAHUAC, ,5,5,4,5,4,4,3,2,1,2,2,2,2,3,3,3,3,3,1,1,1,1, , , , ,S,S,EXCEL,ACCESS,S,VBA,SQL, ,2,1,1,2,S,S,S,S,NO SABEN LLEVAR SUS CONOCIMEINTOS A LA PRACTICA,NO LEEN INDICACIONES,NO BUSCAN SOLUCIONES ALTERNAS A PROBLEMAS,NO TIENEN TOLERANCIA A LA FRUSTRACION,S,N,S,S, 
296,INBURSA GRUPO FINANCIERO,ANALISTA DE RIESGOS,7,11,18,14,0,DESARROLLO DE ANALISIS DE DATOS,2,ANALISIS DE DATOS,REGRESIONES DE MODELOS,PROYECCIONES,ACTUARIA, , , ,X,X, , ,N, ,N, ,S,X,X,X,X,S,N, , ,X,X, , , , , , , , , , , ,N,0,S,S,S,S,N, , , ,2,3,3,2,2,4,2,2,2,2,2,3,3,2,1,1,2,2,3,3,3,3, , , , ,S,S,WORD,"EXCEL, R",S,R,SQL,ORACLE,3,2,1,2,N,S,S,S,FALTA DE MANEJO DE PROGRAMAS,FALTA DE COMUNICACION, , ,S,S,S,S, 
297,GRUPO SALINAS,AUDITOR INTERNO SR,3,11,18,0,0,EJECUCIÓN DE AUDITORIAS SEGUROS AZTECA,2,EJECUCION DE AUDITORIAS,ANALISIS DE RIESGOS,PROPUESTAS DE MEJORA,CONTADURIA,ECONOMIA,DERECHO, ,X, ,X, ,N,0,N, ,N, , ,X, , ,N,0,N, , , , , , , , , , , , , ,S,3,S,S,S,S,N, , , ,5,5,4,3,5,4,2,1,2,1,2,2,3,1,1,3,2,3,1,3,3,1, ,0, ,0,S,N, , ,N, , , ,1,1,1,1,N,S,S,N,CAPACITACIÓN ESPECIALIZADA, , , ,S,N,S,N, 
